상가업소번호,brand,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,도로명주소,층정보,경도,위도,place_id,월간 검색량,블로그누적발행,encoded,brand_type,리뷰수,방문자_리뷰수,블로그_리뷰수,log_리뷰수,log_방문자_리뷰수,log_블로그_리뷰수
MA010120220801828850,금별맥주,금별맥주라페,스타점,I2,음식,I211,주점,I21103,생맥주 전문,I56114,한식 해산물 요리 전문점,41,경기도,41285,고양시 일산동구,41285590,장항2동,4128510400,장항동,4128510400107360005,736.0,5.0,경기도 고양시 일산동구 장항동 736-5,412853012034,경기도 고양시 일산동구 고봉로,경기도 고양시 일산동구 고봉로 32-30,1,126.766434215964,37.6637034272036,1609455973,20.0,59.0,일산동구 고봉로 금별맥주,자사,223,279,114.0,5.4116460518550396,5.634789603169249,4.74493212836325
MA0101202406A0455558,금별맥주,금별맥주,호매실점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41113,수원시 권선구,41113662,금곡동,4111313400,금곡동,4111313400110900009,1090.0,9.0,경기도 수원시 권선구 금곡동 1090-9,411134331203,경기도 수원시 권선구 금곡로102번길,경기도 수원시 권선구 금곡로102번길 49-8,1,126.942442260887,37.2720529705995,1176057446,20.0,69.0,권선구 금곡로102번길 금별맥주,자사,219,234,45.0,5.393627546352362,5.459585514144159,3.828641396489095
MA0101202406A0069106,금별맥주,금별맥주김포라베니체점,김포라베니체점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120290009,2029.0,9.0,경기도 김포시 장기동 2029-9,415703209024,경기도 김포시 김포한강4로,경기도 김포시 김포한강4로 8,,126.678577596093,37.6394946528046,1067019539,60.0,267.0,김포시 김포한강4로 금별맥주,자사,142,210,45.0,4.962844630259907,5.351858133476067,3.828641396489095
MA0101202406A0091145,금별맥주,금별맥주,성균관대역점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41111,수원시 장안구,41111566,율천동,4111113200,율전동,4111113200104330081,433.0,81.0,경기도 수원시 장안구 율전동 433-81,411114322425,경기도 수원시 장안구 화산로233번길,경기도 수원시 장안구 화산로233번길 59,1,126.970224683155,37.2971931956043,1786518367,30.0,135.0,장안구 화산로233번길 금별맥주,자사,634,585,127.0,6.453624998892692,6.373319789577012,4.852030263919617
MA0101202406A0012044,금별맥주,금별맥주송내역점,송내역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41192,부천시 원미구,41192680,상1동,4119210900,상동,4119210900104130000,413.0,,경기도 부천시 원미구 상동 413,411923000019,경기도 부천시 원미구 부일로,경기도 부천시 원미구 부일로 203,,126.752460265942,37.4891347088336,1589643697,20.0,338.0,원미구 부일로 금별맥주,자사,328,373,128.0,5.796057750765372,5.924255797414532,4.859812404361672
MA0101202406A0280662,금별맥주,금별맥주동탄,영천점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100107010009,701.0,9.0,경기도 화성시 영천동 701-9,415904852414,경기도 화성시 지산2길,경기도 화성시 지산2길 12-18,1,127.11275004778,37.2054890781619,1689318282,20.0,35.0,화성시 지산2길 금별맥주,자사,640,670,192.0,6.46302945692067,6.508769136971682,5.262690188904886
MA0101202406A0467177,금별맥주,금별맥주파주,금촌점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41480,파주시,41480510,금촌1동,4148010100,금촌동,4148010100109440029,944.0,29.0,경기도 파주시 금촌동 944-29,414803206113,경기도 파주시 번영로,경기도 파주시 번영로 18-1,2,126.771472027893,37.757882892547,1793190651,20.0,25.0,파주시 번영로 금별맥주,자사,62,68,51.0,4.143134726391533,4.23410650459726,3.9512437185814275
MA010120220811507509,금별맥주,금별맥주김포걸포점,김포걸포점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570515,김포본동,4157010200,걸포동,4157010200115950000,1595.0,,경기도 김포시 걸포동 1595,415703209005,경기도 김포시 걸포2로,경기도 김포시 걸포2로 83,1,126.701036956446,37.6330305918649,1246713796,60.0,97.98,김포시 걸포2로 금별맥주,자사,252,371,53.0,5.53338948872752,5.918893854273146,3.9889840465642745
MA010120220812019681,금별맥주,금별맥주신,중동점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41192,부천시 원미구,41192630,중1동,4119210800,중동,4119210800111300015,1130.0,15.0,경기도 부천시 원미구 중동 1130-15,411924352477,경기도 부천시 원미구 조마루로297번길,경기도 부천시 원미구 조마루로297번길 25,,126.776357999387,37.4986969788042,1464102670,30.0,44.010000000000005,원미구 조마루로297번길 금별맥주,자사,259,378,117.0,5.560681631015528,5.937536205082426,4.770684624465665
MA0101202306A0109718,금별맥주,금별맥주기흥,구청점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41463,용인시 기흥구,41463520,구갈동,4146310200,구갈동,4146310200103530007,353.0,7.0,경기도 용인시 기흥구 구갈동 353-7,414634412044,경기도 용인시 기흥구 구갈로72번길,경기도 용인시 기흥구 구갈로72번길 10-1,,127.112455747573,37.2803932217207,1955908512,20.0,23.0,기흥구 구갈로72번길 금별맥주,자사,98,115,32.0,4.59511985013459,4.7535901911063645,3.4965075614664802
MA0101202307A0093111,금별맥주,금별맥주동탄,호수공원점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590610,동탄7동,4159013500,산척동,4159013500107270006,727.0,6.0,경기도 화성시 산척동 727-6,415904852341,경기도 화성시 동탄대로6길,경기도 화성시 동탄대로6길 19,2,127.109013588057,37.1687295946038,1203012249,20.0,17.0,화성시 동탄대로6길 금별맥주,자사,134,171,42.0,4.90527477843843,5.147494476813453,3.7612001156935624
MA0101202308A0022228,금별맥주,금별맥주,수지구청점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41465,용인시 수지구,41465510,풍덕천1동,4146510100,풍덕천동,4146510100107090006,709.0,6.0,경기도 용인시 수지구 풍덕천동 709-6,414654415162,경기도 용인시 수지구 풍덕천로147번길,경기도 용인시 수지구 풍덕천로147번길 11,1,127.096568627837,37.3251166501968,1302373002,20.0,60.0,수지구 풍덕천로147번길 금별맥주,자사,582,599,196.0,6.368187186350492,6.396929655216146,5.2832037287379885
MA0101202308A0053061,금별맥주,금별맥주수원망포역점,수원망포역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41117,수원시 영통구,41117580,영통2동,4111710500,영통동,4111710500109740001,974.0,1.0,경기도 수원시 영통구 영통동 974-1,411174331137,경기도 수원시 영통구 영통로214번길,경기도 수원시 영통구 영통로214번길 41,1,127.059465789208,37.2466966846554,1520786739,20.0,819.0,영통구 영통로214번길 금별맥주,자사,105,110,21.0,4.663439094112067,4.709530201312334,3.091042453358316
MA0101202310A0087078,금별맥주,금별맥주파주초롱꽃,마을점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41480,파주시,41480600,운정6동,4148011300,동패동,4148011300120800001,2080.0,1.0,경기도 파주시 동패동 2080-1,414803353306,경기도 파주시 초롱꽃로,경기도 파주시 초롱꽃로 139,,126.719657199474,37.712623555394,1987203694,20.0,42.0,파주시 초롱꽃로 금별맥주,자사,899,753,111.0,6.802394763324311,6.625392368007956,4.718498871295094
MA0101202311A0011778,금별맥주,금별맥주인덕원역점,인덕원역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114890015,1489.0,15.0,경기도 안양시 동안구 관양동 1489-15,411734349178,경기도 안양시 동안구 인덕원로24번길,경기도 안양시 동안구 인덕원로24번길 19,1,126.975356221959,37.4013713636096,1795457581,20.0,41.0,동안구 인덕원로24번길 금별맥주,자사,74,91,19.0,4.31748811353631,4.5217885770490405,2.995732273553991
MA0101202311A0019409,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41220,평택시,41220660,고덕동,4122012800,고덕동,4122012800126800005,2680.0,5.0,경기도 평택시 고덕동 2680-5,412204860296,경기도 평택시 함박산7길,경기도 평택시 함박산7길 21,1,127.034832861504,37.0376964539247,1010789905,20.0,30.0,평택시 함박산7길 금별맥주,자사,128,108,19.0,4.859812404361672,4.6913478822291435,2.995732273553991
MA010120220803111386,금별맥주,금별맥주,파주문산점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41480,파주시,41480250,문산읍,4148025022,문산읍,4148025022108910000,891.0,,경기도 파주시 문산읍 당동리 891,414803206035,경기도 파주시 문산읍 방촌로,경기도 파주시 문산읍 방촌로 1719-57,,126.784250203737,37.8670758971672,1187925231,20.0,27.0,문산읍 방촌로 금별맥주,자사,49,99,22.0,3.912023005428146,4.605170185988092,3.1354942159291497
MA0101202212A0007030,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41113,수원시 권선구,41113540,세류3동,4111312600,세류동,4111312600108620000,862.0,,경기도 수원시 권선구 세류동 862,411133175031,경기도 수원시 권선구 세지로,경기도 수원시 권선구 세지로 73,1,127.017461519349,37.2585770766404,1877974128,40.0,112.0,권선구 세지로 금별맥주,자사,67,65,51.0,4.219507705176107,4.189654742026425,3.9512437185814275
MA0101202302A0068169,금별맥주,금별맥주화서점,화서점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41115,수원시 팔달구,41115680,화서1동,4111513800,화서동,4111513800102090028,209.0,28.0,경기도 수원시 팔달구 화서동 209-28,411153176020,경기도 수원시 팔달구 화양로,경기도 수원시 팔달구 화양로 26-1,1,126.997496714494,37.280653849986,1118110136,20.0,45.0,팔달구 화양로 금별맥주,자사,713,603,119.0,6.570882962339584,6.403574197934815,4.787491742782046
MA0101202306A0026800,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41590,화성시,41590259,향남읍,4159025926,향남읍,4159025926114720005,1472.0,5.0,경기도 화성시 향남읍 하길리 1472-5,415904848211,경기도 화성시 향남읍 상신하길로298번길,경기도 화성시 향남읍 상신하길로298번길 7-13,,126.911529363144,37.1154309640656,1687464008,20.0,38.0,향남읍 상신하길로298번길 금별맥주,자사,63,71,20.0,4.1588830833596715,4.276666119016055,3.044522437723423
MA0101202303A0094556,금별맥주,금별맥주화성,병점점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590520,진안동,4159011600,진안동,4159011600108760003,876.0,3.0,경기도 화성시 진안동 876-3,415903012007,경기도 화성시 효행로,경기도 화성시 효행로 1044-1,1,127.041583113148,37.2136629114819,1106422894,20.0,18.0,화성시 효행로 금별맥주,자사,90,122,35.0,4.51085950651685,4.812184355372417,3.58351893845611
MA0101202305A0022042,금별맥주,금별맥주목감역점,목감역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390570,목감동,4139012600,목감동,4139012600104120001,412.0,1.0,경기도 시흥시 목감동 412-1,413904853498,경기도 시흥시 남왕길,경기도 시흥시 남왕길 48-30,1,126.862810219422,37.3828324047649,1951767302,20.0,40.0,시흥시 남왕길 금별맥주,자사,118,117,88.0,4.77912349311153,4.770684624465665,4.48863636973214
MA0101202305A0169307,금별맥주,금별맥주,원흥점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41281,고양시 덕양구,41281530,흥도동,4128110400,원흥동,4128110400106280000,628.0,,경기도 고양시 덕양구 원흥동 628,412813192101,경기도 고양시 덕양구 권율대로,경기도 고양시 덕양구 권율대로 668,1,126.873902144931,37.6494515640143,1015428518,20.0,13.0,덕양구 권율대로 금별맥주,자사,133,159,30.0,4.897839799950911,5.075173815233827,3.4339872044851463
MA0101202305A0094006,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700109290000,929.0,,경기도 파주시 목동동 929,414804853905,경기도 파주시 청암로17번길,경기도 파주시 청암로17번길 39,,126.735838240826,37.7293829198776,1576018495,20.0,22.0,파주시 청암로17번길 금별맥주,자사,99,132,34.0,4.605170185988092,4.890349128221754,3.5553480614894135
MA0101202305A0138942,금별맥주,금별맥주시흥,정왕점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390593,정왕3동,4139013200,정왕동,4139013200118610004,1861.0,4.0,경기도 시흥시 정왕동 1861-4,413904397476,경기도 시흥시 옥구상가2길,경기도 시흥시 옥구상가2길 4,,126.723999011973,37.3539193430361,1325790626,80.0,1350.96,시흥시 옥구상가2길 금별맥주,자사,1090,831,1399.0,6.994849985833071,6.723832440821209,7.24422751560335
MA0101202303A0083989,금별맥주,금별맥주시흥능곡역점,시흥능곡역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390640,능곡동,4139011800,능곡동,4139011800109000001,900.0,1.0,경기도 시흥시 능곡동 900-1,413904855408,경기도 시흥시 능곡번영길,경기도 시흥시 능곡번영길 33,1,126.806816950779,37.3694550841865,1369695595,20.0,42.0,시흥시 능곡번영길 금별맥주,자사,70,84,26.0,4.2626798770413155,4.442651256490317,3.295836866004329
MA010120220809955376,금별맥주,금별맥주의정부역점,의정부역점,I2,음식,I211,주점,I21103,생맥주 전문,I56123,서양식 음식점업,41,경기도,41150,의정부시,41150510,의정부1동,4115010100,의정부동,4115010100101750016,175.0,16.0,경기도 의정부시 의정부동 175-16,411504343196,경기도 의정부시 시민로121번길,경기도 의정부시 시민로121번길 3,1,127.048772905428,37.7386965214783,1263698440,20.0,82.0,의정부시 시민로121번길 금별맥주,자사,1236,1131,74.0,7.1204443723924875,7.0317412587631285,4.31748811353631
MA0101202301A0050473,금별맥주,금별맥주야탑역점,야탑역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41135,성남시 분당구,41135620,야탑1동,4113510700,야탑동,4113510700103610007,361.0,7.0,경기도 성남시 분당구 야탑동 361-7,411354340373,경기도 성남시 분당구 장미로86번길,경기도 성남시 분당구 장미로86번길 16,1,127.130240093962,37.4122766240537,1657568318,20.0,59.0,분당구 장미로86번길 금별맥주,자사,295,353,153.0,5.69035945432406,5.869296913133774,5.0369526024136295
